tablet_id,site,date_est,date_uncertainty_yrs,material,source_strategy,qcs,is_synthetic,transliteration,sign_groups,sign_sequence_unicode,sign_sequence_ids,sign_group_count,sign_count
HT 133,Hagia Triada,-1500,,clay,gorila_transliterations,0.9,False,QA-I-RO OLE 8 A-MI-DA-O OLE 7 KU-RO OLE 15,QA-I-RO|OLE|A-MI-DA-O|OLE|KU-RO|OLE,𐘌𐘚𐘁 𐙚 𐘀𐘒𐘦𐘵 𐙚 𐙂𐘁 𐙚,"12,26,1,90,0,18,38,53,90,66,1,90",6,12
HT 134,Hagia Triada,-1500,,clay,gorila_transliterations,0.9,False,TE-KI GRA 16 A-RE GRA 4 KU-RO GRA 20,TE-KI|GRA|A-RE|GRA|KU-RO|GRA,𐘃𐘸 𐙕 𐘀𐘙 𐙕 𐙂𐘁 𐙕,"3,56,85,0,25,85,66,1,85",6,9
HT 135,Hagia Triada,-1500,,clay,gorila_transliterations,0.9,False,WI-NA-DU OVS 12 PA-TA-NE OVS 8 KU-RO OVS 20,WI-NA-DU|OVS|PA-TA-NE|OVS|KU-RO|OVS,𐘣𐘅𐘬 𐙝 𐘂𐘳𐘗 𐙝 𐙂𐘁 𐙝,"35,5,44,93,2,51,23,93,66,1,93",6,11
ZA 2,Zakros,-1475,,clay,gorila_transliterations,0.9,False,A-MI-DA-O GRA 15 DA-QE-RA GRA 10 KU-RO GRA 25,A-MI-DA-O|GRA|DA-QE-RA|GRA|KU-RO|GRA,𐘀𐘒𐘦𐘵 𐙕 𐘦𐘿𐘴 𐙕 𐙂𐘁 𐙕,"0,18,38,53,85,38,63,52,85,66,1,85",6,12
ZA 3,Zakros,-1475,,clay,gorila_transliterations,0.9,False,KU-PA3-NU VIN 8 SI-DA-TE VIN 7 KU-RO VIN 15,KU-PA3-NU|VIN|SI-DA-TE|VIN|KU-RO|VIN,𐙂𐘰𐘟 𐙗 𐘜𐘦𐘃 𐙗 𐙂𐘁 𐙗,"66,48,31,87,28,38,3,87,66,1,87",6,11
ZA 5,Zakros,-1475,,clay,gorila_transliterations,0.9,False,PA-I-TO OLE 20 A-RE OLE 5 KU-RO OLE 25,PA-I-TO|OLE|A-RE|OLE|KU-RO|OLE,𐘂𐘚𐘄 𐙚 𐘀𐘙 𐙚 𐙂𐘁 𐙚,"2,26,4,90,0,25,90,66,1,90",6,10
ZA 6,Zakros,-1475,,clay,gorila_transliterations,0.9,False,TE-KI GRA 12 A-DU GRA 8 KU-RO GRA 20,TE-KI|GRA|A-DU|GRA|KU-RO|GRA,𐘃𐘸 𐙕 𐘀𐘬 𐙕 𐙂𐘁 𐙕,"3,56,85,0,44,85,66,1,85",6,9
ZA 7,Zakros,-1475,,clay,gorila_transliterations,0.9,False,DA-QE-RA OVS 18 A-MI-DA-O OVS 7 KU-RO OVS 25,DA-QE-RA|OVS|A-MI-DA-O|OVS|KU-RO|OVS,𐘦𐘿𐘴 𐙝 𐘀𐘒𐘦𐘵 𐙝 𐙂𐘁 𐙝,"38,63,52,93,0,18,38,53,93,66,1,93",6,12
ZA 8,Zakros,-1475,,clay,gorila_transliterations,0.9,False,A-NU-PA VIN 10 QA-I-RO VIN 5 KU-RO VIN 15,A-NU-PA|VIN|QA-I-RO|VIN|KU-RO|VIN,𐘀𐘟𐘂 𐙗 𐘌𐘚𐘁 𐙗 𐙂𐘁 𐙗,"0,31,2,87,12,26,1,87,66,1,87",6,11
ZA 9,Zakros,-1475,,clay,gorila_transliterations,0.9,False,SI-DA-TE GRA 14 KU-PA3-NU GRA 6 KU-RO GRA 20,SI-DA-TE|GRA|KU-PA3-NU|GRA|KU-RO|GRA,𐘜𐘦𐘃 𐙕 𐙂𐘰𐘟 𐙕 𐙂𐘁 𐙕,"28,38,3,85,66,48,31,85,66,1,85",6,11
ZA 11,Zakros,-1475,,clay,gorila_transliterations,0.9,False,TA-I-NI GRA 16 KU-NI-SU GRA 9 KU-RO GRA 25,TA-I-NI|GRA|KU-NI-SU|GRA|KU-RO|GRA,𐘳𐘚𐘝 𐙕 𐙂𐘝𐘲 𐙕 𐙂𐘁 𐙕,"51,26,29,85,66,29,50,85,66,1,85",6,11
ZA 12,Zakros,-1475,,clay,gorila_transliterations,0.9,False,MA-RA-PU OVS 10 I-JA OVS 5 KU-RO OVS 15,MA-RA-PU|OVS|I-JA|OVS|KU-RO|OVS,𐙁𐘴𐘫 𐙝 𐘚𐘧 𐙝 𐙂𐘁 𐙝,"65,52,43,93,26,39,93,66,1,93",6,10
ZA 13,Zakros,-1475,,clay,gorila_transliterations,0.9,False,SA-RI-NO GRA 8 KU-KA-NI GRA 7 KU-RO GRA 15,SA-RI-NO|GRA|KU-KA-NI|GRA|KU-RO|GRA,𐘞𐘭𐘯 𐙕 𐙂𐘾𐘝 𐙕 𐙂𐘁 𐙕,"30,45,47,85,66,62,29,85,66,1,85",6,11
ZA 14,Zakros,-1475,,clay,gorila_transliterations,0.9,False,A-TA-DU VIN 12 TA-I-NI VIN 8 KU-RO VIN 20,A-TA-DU|VIN|TA-I-NI|VIN|KU-RO|VIN,𐘀𐘳𐘬 𐙗 𐘳𐘚𐘝 𐙗 𐙂𐘁 𐙗,"0,51,44,87,51,26,29,87,66,1,87",6,11
ZA 16,Zakros,-1475,,clay,gorila_transliterations,0.9,False,KU-NI-SU OLE 10 MA-RA-PU OLE 5 KU-RO OLE 15,KU-NI-SU|OLE|MA-RA-PU|OLE|KU-RO|OLE,𐙂𐘝𐘲 𐙚 𐙁𐘴𐘫 𐙚 𐙂𐘁 𐙚,"66,29,50,90,65,52,43,90,66,1,90",6,11
ZA 17,Zakros,-1475,,clay,gorila_transliterations,0.9,False,I-JA GRA 18 SA-RI-NO GRA 7 KU-RO GRA 25,I-JA|GRA|SA-RI-NO|GRA|KU-RO|GRA,𐘚𐘧 𐙕 𐘞𐘭𐘯 𐙕 𐙂𐘁 𐙕,"26,39,85,30,45,47,85,66,1,85",6,10
ZA 18,Zakros,-1475,,clay,gorila_transliterations,0.9,False,KU-KA-NI OVS 14 A-TA-DU OVS 6 KU-RO OVS 20,KU-KA-NI|OVS|A-TA-DU|OVS|KU-RO|OVS,𐙂𐘾𐘝 𐙝 𐘀𐘳𐘬 𐙝 𐙂𐘁 𐙝,"66,62,29,93,0,51,44,93,66,1,93",6,11
ZA 19,Zakros,-1475,,clay,gorila_transliterations,0.9,False,TA-I-NI GRA 12 A-DU GRA 8 KU-RO GRA 20,TA-I-NI|GRA|A-DU|GRA|KU-RO|GRA,𐘳𐘚𐘝 𐙕 𐘀𐘬 𐙕 𐙂𐘁 𐙕,"51,26,29,85,0,44,85,66,1,85",6,10
ZA 20,Zakros,-1475,,clay,gorila_transliterations,0.9,False,PA-I-TO VIN 10 DA-QE-RA VIN 5 KU-RO VIN 15,PA-I-TO|VIN|DA-QE-RA|VIN|KU-RO|VIN,𐘂𐘚𐘄 𐙗 𐘦𐘿𐘴 𐙗 𐙂𐘁 𐙗,"2,26,4,87,38,63,52,87,66,1,87",6,11
ZA 21,Zakros,-1475,,clay,gorila_transliterations,0.9,False,A-RE OLE 8 SI-DA-TE OLE 7 KU-RO OLE 15,A-RE|OLE|SI-DA-TE|OLE|KU-RO|OLE,𐘀𐘙 𐙚 𐘜𐘦𐘃 𐙚 𐙂𐘁 𐙚,"0,25,90,28,38,3,90,66,1,90",6,10
ZA 22,Zakros,-1475,,clay,gorila_transliterations,0.9,False,KU-NI-SU GRA 16 TA-I-NI GRA 4 KU-RO GRA 20,KU-NI-SU|GRA|TA-I-NI|GRA|KU-RO|GRA,𐙂𐘝𐘲 𐙕 𐘳𐘚𐘝 𐙕 𐙂𐘁 𐙕,"66,29,50,85,51,26,29,85,66,1,85",6,11
ZA 23,Zakros,-1475,,clay,gorila_transliterations,0.9,False,MA-RA-PU OVS 12 I-JA OVS 8 KU-RO OVS 20,MA-RA-PU|OVS|I-JA|OVS|KU-RO|OVS,𐙁𐘴𐘫 𐙝 𐘚𐘧 𐙝 𐙂𐘁 𐙝,"65,52,43,93,26,39,93,66,1,93",6,10
ZA 24,Zakros,-1475,,clay,gorila_transliterations,0.9,False,SA-RI-NO GRA 10 KU-PA3-NU GRA 5 KU-RO GRA 15,SA-RI-NO|GRA|KU-PA3-NU|GRA|KU-RO|GRA,𐘞𐘭𐘯 𐙕 𐙂𐘰𐘟 𐙕 𐙂𐘁 𐙕,"30,45,47,85,66,48,31,85,66,1,85",6,11
ZA 25,Zakros,-1475,,clay,gorila_transliterations,0.9,False,A-TA-DU VIN 8 A-MI-DA-O VIN 7 KU-RO VIN 15,A-TA-DU|VIN|A-MI-DA-O|VIN|KU-RO|VIN,𐘀𐘳𐘬 𐙗 𐘀𐘒𐘦𐘵 𐙗 𐙂𐘁 𐙗,"0,51,44,87,0,18,38,53,87,66,1,87",6,12
ZA 26,Zakros,-1475,,clay,gorila_transliterations,0.9,False,TE-KI GRA 14 KU-KA-NI GRA 6 KU-RO GRA 20,TE-KI|GRA|KU-KA-NI|GRA|KU-RO|GRA,𐘃𐘸 𐙕 𐙂𐘾𐘝 𐙕 𐙂𐘁 𐙕,"3,56,85,66,62,29,85,66,1,85",6,10
ZA 27,Zakros,-1475,,clay,gorila_transliterations,0.9,False,A-NU-PA OLE 9 PA-I-TO OLE 6 KU-RO OLE 15,A-NU-PA|OLE|PA-I-TO|OLE|KU-RO|OLE,𐘀𐘟𐘂 𐙚 𐘂𐘚𐘄 𐙚 𐙂𐘁 𐙚,"0,31,2,90,2,26,4,90,66,1,90",6,11
ZA 29,Zakros,-1475,,clay,gorila_transliterations,0.9,False,KU-NI-SU GRA 20 TA-I-NI GRA 5 KU-RO GRA 25,KU-NI-SU|GRA|TA-I-NI|GRA|KU-RO|GRA,𐙂𐘝𐘲 𐙕 𐘳𐘚𐘝 𐙕 𐙂𐘁 𐙕,"66,29,50,85,51,26,29,85,66,1,85",6,11
ZA 30,Zakros,-1475,,clay,gorila_transliterations,0.9,False,MA-RA-PU OVS 15 SA-RI-NO OVS 5 KU-RO OVS 20,MA-RA-PU|OVS|SA-RI-NO|OVS|KU-RO|OVS,𐙁𐘴𐘫 𐙝 𐘞𐘭𐘯 𐙝 𐙂𐘁 𐙝,"65,52,43,93,30,45,47,93,66,1,93",6,11
ZA 31,Zakros,-1475,,stone,gorila_transliterations,0.9,False,A-SA-SA-RA-ME I-DA-MA-TE A-TA-I-*301-WA-JA,A-SA-SA-RA-ME|I-DA-MA-TE|A-TA-I-*301-WA-JA,𐘀𐘞𐘞𐘴𐘋 𐘚𐘦𐙁𐘃 𐘀𐘳𐘚𐙕𐘮𐘧,"0,30,30,52,11,26,38,65,3,0,51,26,85,46,39",3,15
PH 2,Phaistos,-1700,,clay,gorila_transliterations,0.9,False,GRA 40 OVS 10 OLE 8 KU-RO,GRA|OVS|OLE|KU-RO,𐙕 𐙝 𐙚 𐙂𐘁,"85,93,90,66,1",4,5
PH 3,Phaistos,-1700,,clay,gorila_transliterations,0.9,False,DA-QE-RA GRA 20 A-DU GRA 10 KU-RO GRA 30,DA-QE-RA|GRA|A-DU|GRA|KU-RO|GRA,𐘦𐘿𐘴 𐙕 𐘀𐘬 𐙕 𐙂𐘁 𐙕,"38,63,52,85,0,44,85,66,1,85",6,10
PH 4,Phaistos,-1700,,clay,gorila_transliterations,0.9,False,PA-I-TO VIN 15 A-RE VIN 10 KU-RO VIN 25,PA-I-TO|VIN|A-RE|VIN|KU-RO|VIN,𐘂𐘚𐘄 𐙗 𐘀𐘙 𐙗 𐙂𐘁 𐙗,"2,26,4,87,0,25,87,66,1,87",6,10
PH 5,Phaistos,-1700,,clay,gorila_transliterations,0.9,False,KU-PA3-NU OLE 12 SI-DA-TE OLE 8 KU-RO OLE 20,KU-PA3-NU|OLE|SI-DA-TE|OLE|KU-RO|OLE,𐙂𐘰𐘟 𐙚 𐘜𐘦𐘃 𐙚 𐙂𐘁 𐙚,"66,48,31,90,28,38,3,90,66,1,90",6,11
PH 6,Phaistos,-1700,,clay,gorila_transliterations,0.9,False,A-MI-DA-O GRA 8 TE-KI GRA 7 KU-RO GRA 15,A-MI-DA-O|GRA|TE-KI|GRA|KU-RO|GRA,𐘀𐘒𐘦𐘵 𐙕 𐘃𐘸 𐙕 𐙂𐘁 𐙕,"0,18,38,53,85,3,56,85,66,1,85",6,11
PH 8,Phaistos,-1700,,clay,gorila_transliterations,0.9,False,QA-QA-RU OVS 10 U-NA-KA OVS 5 KU-RO OVS 15,QA-QA-RU|OVS|U-NA-KA|OVS|KU-RO|OVS,𐘌𐘌𐘘 𐙝 𐘉𐘅𐘾 𐙝 𐙂𐘁 𐙝,"12,12,24,93,9,5,62,93,66,1,93",6,11
PH 9,Phaistos,-1700,,clay,gorila_transliterations,0.9,False,WI-NA-DU GRA 14 PA-TA-NE GRA 6 KU-RO GRA 20,WI-NA-DU|GRA|PA-TA-NE|GRA|KU-RO|GRA,𐘣𐘅𐘬 𐙕 𐘂𐘳𐘗 𐙕 𐙂𐘁 𐙕,"35,5,44,85,2,51,23,85,66,1,85",6,11
PH 10,Phaistos,-1700,,clay,gorila_transliterations,0.9,False,A-NU-PA VIN 9 JA-RE VIN 6 KU-RO VIN 15,A-NU-PA|VIN|JA-RE|VIN|KU-RO|VIN,𐘀𐘟𐘂 𐙗 𐘧𐘙 𐙗 𐙂𐘁 𐙗,"0,31,2,87,39,25,87,66,1,87",6,10
PH 11,Phaistos,-1700,,clay,gorila_transliterations,0.9,False,SU-PU2-WA OLE 8 PA3-TE OLE 7 KU-RO OLE 15,SU-PU2-WA|OLE|PA3-TE|OLE|KU-RO|OLE,𐘲𐙄𐘮 𐙚 𐘰𐘃 𐙚 𐙂𐘁 𐙚,"50,68,46,90,48,3,90,66,1,90",6,10
PH 12,Phaistos,-1700,,clay,gorila_transliterations,0.9,False,RI-JA-TA GRA 12 SA-MA GRA 8 KU-RO GRA 20,RI-JA-TA|GRA|SA-MA|GRA|KU-RO|GRA,𐘭𐘧𐘳 𐙕 𐘞𐙁 𐙕 𐙂𐘁 𐙕,"45,39,51,85,30,65,85,66,1,85",6,10
PH 13,Phaistos,-1700,,clay,gorila_transliterations,0.9,False,DA-I OVS 10 A-TA-RE OVS 5 KU-RO OVS 15,DA-I|OVS|A-TA-RE|OVS|KU-RO|OVS,𐘦𐘚 𐙝 𐘀𐘳𐘙 𐙝 𐙂𐘁 𐙝,"38,26,93,0,51,25,93,66,1,93",6,10
PH 14,Phaistos,-1700,,clay,gorila_transliterations,0.9,False,A-RE-NU-WA GRA 8 A-TA-RE GRA 7 KU-RO GRA 15,A-RE-NU-WA|GRA|A-TA-RE|GRA|KU-RO|GRA,𐘀𐘙𐘟𐘮 𐙕 𐘀𐘳𐘙 𐙕 𐙂𐘁 𐙕,"0,25,31,46,85,0,51,25,85,66,1,85",6,12
PH 15,Phaistos,-1700,,stone,gorila_transliterations,0.9,False,A-TA-I-*301-WA-JA I-DA-MA-TE A-RE-NE-SI,A-TA-I-*301-WA-JA|I-DA-MA-TE|A-RE-NE-SI,𐘀𐘳𐘚𐙕𐘮𐘧 𐘚𐘦𐙁𐘃 𐘀𐘙𐘗𐘜,"0,51,26,85,46,39,26,38,65,3,0,25,23,28",3,14
MA 2,Mallia,-1650,,clay,gorila_transliterations,0.9,False,PA-I-TO GRA 20 A-RE GRA 5 KU-RO GRA 25,PA-I-TO|GRA|A-RE|GRA|KU-RO|GRA,𐘂𐘚𐘄 𐙕 𐘀𐘙 𐙕 𐙂𐘁 𐙕,"2,26,4,85,0,25,85,66,1,85",6,10
MA 3,Mallia,-1650,,clay,gorila_transliterations,0.9,False,KU-PA3-NU OVS 15 DA-QE-RA OVS 5 KU-RO OVS 20,KU-PA3-NU|OVS|DA-QE-RA|OVS|KU-RO|OVS,𐙂𐘰𐘟 𐙝 𐘦𐘿𐘴 𐙝 𐙂𐘁 𐙝,"66,48,31,93,38,63,52,93,66,1,93",6,11
MA 5,Mallia,-1650,,clay,gorila_transliterations,0.9,False,SI-DA-TE VIN 12 A-DU VIN 8 KU-RO VIN 20,SI-DA-TE|VIN|A-DU|VIN|KU-RO|VIN,𐘜𐘦𐘃 𐙗 𐘀𐘬 𐙗 𐙂𐘁 𐙗,"28,38,3,87,0,44,87,66,1,87",6,10
MA 6,Mallia,-1650,,clay,gorila_transliterations,0.9,False,A-MI-DA-O GRA 10 TE-KI GRA 5 KU-RO GRA 15,A-MI-DA-O|GRA|TE-KI|GRA|KU-RO|GRA,𐘀𐘒𐘦𐘵 𐙕 𐘃𐘸 𐙕 𐙂𐘁 𐙕,"0,18,38,53,85,3,56,85,66,1,85",6,11
MA 7,Mallia,-1650,,clay,gorila_transliterations,0.9,False,I-DA-TE OLE 8 A-NU-PA OLE 7 KU-RO OLE 15,I-DA-TE|OLE|A-NU-PA|OLE|KU-RO|OLE,𐘚𐘦𐘃 𐙚 𐘀𐘟𐘂 𐙚 𐙂𐘁 𐙚,"26,38,3,90,0,31,2,90,66,1,90",6,11
MA 8,Mallia,-1650,,clay,gorila_transliterations,0.9,False,QA-I-RO GRA 14 WI-NA-DU GRA 6 KU-RO GRA 20,QA-I-RO|GRA|WI-NA-DU|GRA|KU-RO|GRA,𐘌𐘚𐘁 𐙕 𐘣𐘅𐘬 𐙕 𐙂𐘁 𐙕,"12,26,1,85,35,5,44,85,66,1,85",6,11
MA 9,Mallia,-1650,,clay,gorila_transliterations,0.9,False,PA-TA-NE OVS 10 SU-PU2-WA OVS 5 KU-RO OVS 15,PA-TA-NE|OVS|SU-PU2-WA|OVS|KU-RO|OVS,𐘂𐘳𐘗 𐙝 𐘲𐙄𐘮 𐙝 𐙂𐘁 𐙝,"2,51,23,93,50,68,46,93,66,1,93",6,11
MA 10,Mallia,-1650,,clay,gorila_transliterations,0.9,False,JA-RE VIN 8 RI-JA-TA VIN 7 KU-RO VIN 15,JA-RE|VIN|RI-JA-TA|VIN|KU-RO|VIN,𐘧𐘙 𐙗 𐘭𐘧𐘳 𐙗 𐙂𐘁 𐙗,"39,25,87,45,39,51,87,66,1,87",6,10
MA 11,Mallia,-1650,,clay,gorila_transliterations,0.9,False,SA-MA OLE 12 PA3-TE OLE 8 KU-RO OLE 20,SA-MA|OLE|PA3-TE|OLE|KU-RO|OLE,𐘞𐙁 𐙚 𐘰𐘃 𐙚 𐙂𐘁 𐙚,"30,65,90,48,3,90,66,1,90",6,9
MA 12,Mallia,-1650,,clay,gorila_transliterations,0.9,False,U-NA-KA GRA 10 QA-QA-RU GRA 5 KU-RO GRA 15,U-NA-KA|GRA|QA-QA-RU|GRA|KU-RO|GRA,𐘉𐘅𐘾 𐙕 𐘌𐘌𐘘 𐙕 𐙂𐘁 𐙕,"9,5,62,85,12,12,24,85,66,1,85",6,11
MA 13,Mallia,-1650,,clay,gorila_transliterations,0.9,False,DA-I OVS 8 A-TA-RE OVS 7 KU-RO OVS 15,DA-I|OVS|A-TA-RE|OVS|KU-RO|OVS,𐘦𐘚 𐙝 𐘀𐘳𐘙 𐙝 𐙂𐘁 𐙝,"38,26,93,0,51,25,93,66,1,93",6,10
TY 2,Tylissos,-1500,,clay,gorila_transliterations,0.9,False,DA-QE-RA GRA 12 A-DU GRA 8 KU-RO GRA 20,DA-QE-RA|GRA|A-DU|GRA|KU-RO|GRA,𐘦𐘿𐘴 𐙕 𐘀𐘬 𐙕 𐙂𐘁 𐙕,"38,63,52,85,0,44,85,66,1,85",6,10
TY 4,Tylissos,-1500,,clay,gorila_transliterations,0.9,False,PA-I-TO VIN 10 KU-PA3-NU VIN 5 KU-RO VIN 15,PA-I-TO|VIN|KU-PA3-NU|VIN|KU-RO|VIN,𐘂𐘚𐘄 𐙗 𐙂𐘰𐘟 𐙗 𐙂𐘁 𐙗,"2,26,4,87,66,48,31,87,66,1,87",6,11
TY 5,Tylissos,-1500,,clay,gorila_transliterations,0.9,False,A-MI-DA-O OLE 8 SI-DA-TE OLE 7 KU-RO OLE 15,A-MI-DA-O|OLE|SI-DA-TE|OLE|KU-RO|OLE,𐘀𐘒𐘦𐘵 𐙚 𐘜𐘦𐘃 𐙚 𐙂𐘁 𐙚,"0,18,38,53,90,28,38,3,90,66,1,90",6,12
TY 6,Tylissos,-1500,,clay,gorila_transliterations,0.9,False,TE-KI GRA 14 A-RE GRA 6 KU-RO GRA 20,TE-KI|GRA|A-RE|GRA|KU-RO|GRA,𐘃𐘸 𐙕 𐘀𐘙 𐙕 𐙂𐘁 𐙕,"3,56,85,0,25,85,66,1,85",6,9
TY 7,Tylissos,-1500,,clay,gorila_transliterations,0.9,False,WI-NA-DU OVS 12 QA-I-RO OVS 8 KU-RO OVS 20,WI-NA-DU|OVS|QA-I-RO|OVS|KU-RO|OVS,𐘣𐘅𐘬 𐙝 𐘌𐘚𐘁 𐙝 𐙂𐘁 𐙝,"35,5,44,93,12,26,1,93,66,1,93",6,11
KN 2,Knossos,-1500,,clay,gorila_transliterations,0.9,False,DA-QE-RA GRA 10 PA-I-TO GRA 5 KU-RO GRA 15,DA-QE-RA|GRA|PA-I-TO|GRA|KU-RO|GRA,𐘦𐘿𐘴 𐙕 𐘂𐘚𐘄 𐙕 𐙂𐘁 𐙕,"38,63,52,85,2,26,4,85,66,1,85",6,11
KN 3,Knossos,-1500,,clay,gorila_transliterations,0.9,False,A-MI-DA-O VIN 8 SI-DA-TE VIN 7 KU-RO VIN 15,A-MI-DA-O|VIN|SI-DA-TE|VIN|KU-RO|VIN,𐘀𐘒𐘦𐘵 𐙗 𐘜𐘦𐘃 𐙗 𐙂𐘁 𐙗,"0,18,38,53,87,28,38,3,87,66,1,87",6,12
KN 4,Knossos,-1500,,clay,gorila_transliterations,0.9,False,KU-PA3-NU OLE 6 A-DU OLE 4 KU-RO OLE 10,KU-PA3-NU|OLE|A-DU|OLE|KU-RO|OLE,𐙂𐘰𐘟 𐙚 𐘀𐘬 𐙚 𐙂𐘁 𐙚,"66,48,31,90,0,44,90,66,1,90",6,10
KN 6,Knossos,-1500,,clay,gorila_transliterations,0.9,False,TE-KI GRA 12 A-RE GRA 3 KU-RO GRA 15,TE-KI|GRA|A-RE|GRA|KU-RO|GRA,𐘃𐘸 𐙕 𐘀𐘙 𐙕 𐙂𐘁 𐙕,"3,56,85,0,25,85,66,1,85",6,9
KN 7,Knossos,-1500,,clay,gorila_transliterations,0.9,False,WI-NA-DU OVS 10 DA-QE-RA OVS 5 KU-RO OVS 15,WI-NA-DU|OVS|DA-QE-RA|OVS|KU-RO|OVS,𐘣𐘅𐘬 𐙝 𐘦𐘿𐘴 𐙝 𐙂𐘁 𐙝,"35,5,44,93,38,63,52,93,66,1,93",6,11
KN 8,Knossos,-1500,,stone,gorila_transliterations,0.9,False,I-DA-MA-TE A-SA-SA-RA-ME,I-DA-MA-TE|A-SA-SA-RA-ME,𐘚𐘦𐙁𐘃 𐘀𐘞𐘞𐘴𐘋,"26,38,65,3,0,30,30,52,11",2,9
AR 2,Arkhanes,-1600,,clay,gorila_transliterations,0.9,False,PA-I-TO GRA 8 DA-QE-RA GRA 4 KU-RO GRA 12,PA-I-TO|GRA|DA-QE-RA|GRA|KU-RO|GRA,𐘂𐘚𐘄 𐙕 𐘦𐘿𐘴 𐙕 𐙂𐘁 𐙕,"2,26,4,85,38,63,52,85,66,1,85",6,11
AR 3,Arkhanes,-1600,,clay,gorila_transliterations,0.9,False,A-MI-DA-O VIN 6 SI-DA-TE VIN 4 KU-RO VIN 10,A-MI-DA-O|VIN|SI-DA-TE|VIN|KU-RO|VIN,𐘀𐘒𐘦𐘵 𐙗 𐘜𐘦𐘃 𐙗 𐙂𐘁 𐙗,"0,18,38,53,87,28,38,3,87,66,1,87",6,12
AR 5,Arkhanes,-1600,,clay,gorila_transliterations,0.9,False,KU-PA3-NU OVS 5 A-DU OVS 3 KU-RO OVS 8,KU-PA3-NU|OVS|A-DU|OVS|KU-RO|OVS,𐙂𐘰𐘟 𐙝 𐘀𐘬 𐙝 𐙂𐘁 𐙝,"66,48,31,93,0,44,93,66,1,93",6,10
AR 6,Arkhanes,-1600,,stone,gorila_transliterations,0.9,False,A-TA-I-*301-WA-JA A-SA-SA-RA-ME,A-TA-I-*301-WA-JA|A-SA-SA-RA-ME,𐘀𐘳𐘚𐙕𐘮𐘧 𐘀𐘞𐘞𐘴𐘋,"0,51,26,85,46,39,0,30,30,52,11",2,11
KH 2,Khania,-1350,,clay,gorila_transliterations,0.9,False,KA-PA GRA 10 DU-WA-TO GRA 5 KU-RO GRA 15,KA-PA|GRA|DU-WA-TO|GRA|KU-RO|GRA,𐘾𐘂 𐙕 𐘬𐘮𐘄 𐙕 𐙂𐘁 𐙕,"62,2,85,44,46,4,85,66,1,85",6,10
KH 3,Khania,-1350,,clay,gorila_transliterations,0.9,False,A-RA-RE VIN 8 DA-WA-RE VIN 7 KU-RO VIN 15,A-RA-RE|VIN|DA-WA-RE|VIN|KU-RO|VIN,𐘀𐘴𐘙 𐙗 𐘦𐘮𐘙 𐙗 𐙂𐘁 𐙗,"0,52,25,87,38,46,25,87,66,1,87",6,11
KH 6,Khania,-1350,,clay,gorila_transliterations,0.9,False,SE-TO-I-JA GRA 12 PI-JA-SE-ME GRA 8 KU-RO GRA 20,SE-TO-I-JA|GRA|PI-JA-SE-ME|GRA|KU-RO|GRA,𐘈𐘄𐘚𐘧 𐙕 𐘢𐘧𐘈𐘋 𐙕 𐙂𐘁 𐙕,"8,4,26,39,85,34,39,8,11,85,66,1,85",6,13
KH 7,Khania,-1350,,clay,gorila_transliterations,0.9,False,KA-PA OVS 10 KU-PA-NU OVS 5 KU-RO OVS 15,KA-PA|OVS|KU-PA-NU|OVS|KU-RO|OVS,𐘾𐘂 𐙝 𐙂𐘂𐘟 𐙝 𐙂𐘁 𐙝,"62,2,93,66,2,31,93,66,1,93",6,10
KH 8,Khania,-1350,,clay,gorila_transliterations,0.9,False,A-RA-NA GRA 14 KI-RE-TA-NA GRA 6 KU-RO GRA 20,A-RA-NA|GRA|KI-RE-TA-NA|GRA|KU-RO|GRA,𐘀𐘴𐘅 𐙕 𐘸𐘙𐘳𐘅 𐙕 𐙂𐘁 𐙕,"0,52,5,85,56,25,51,5,85,66,1,85",6,12
KH 9,Khania,-1350,,clay,gorila_transliterations,0.9,False,E-RA-NU VIN 8 A-NU-ME VIN 7 KU-RO VIN 15,E-RA-NU|VIN|A-NU-ME|VIN|KU-RO|VIN,𐘡𐘴𐘟 𐙗 𐘀𐘟𐘋 𐙗 𐙂𐘁 𐙗,"33,52,31,87,0,31,11,87,66,1,87",6,11
KH 10,Khania,-1350,,clay,gorila_transliterations,0.9,False,DE-WA GRA 16 JA-PE-KE GRA 4 KU-RO GRA 20,DE-WA|GRA|JA-PE-KE|GRA|KU-RO|GRA,𐘦𐘮 𐙕 𐘧?𐘥 𐙕 𐙂𐘁 𐙕,"38,46,85,39,37,85,66,1,85",6,9
KH 12,Khania,-1350,,clay,gorila_transliterations,0.9,False,KU-PI-RI-JO OLE 10 DA-RI-DA OLE 5 KU-RO OLE 15,KU-PI-RI-JO|OLE|DA-RI-DA|OLE|KU-RO|OLE,𐙂𐘢𐘭? 𐙚 𐘦𐘭𐘦 𐙚 𐙂𐘁 𐙚,"66,34,45,90,38,45,38,90,66,1,90",6,11
KH 13,Khania,-1350,,clay,gorila_transliterations,0.9,False,NA-DU-WA-NO GRA 8 WA-PI-TI GRA 7 KU-RO GRA 15,NA-DU-WA-NO|GRA|WA-PI-TI|GRA|KU-RO|GRA,𐘅𐘬𐘮𐘯 𐙕 𐘮𐘢𐘠 𐙕 𐙂𐘁 𐙕,"5,44,46,47,85,46,34,32,85,66,1,85",6,12
